"","X","school.name","lat","lon","addr","zipcode","borough"
"205",205,"Knowledge and Power Preparatory Academy Internatio",40.8594735,-73.888666,"500 E Fordham Rd, Bronx, NY 10458, USA",10458,"Bronx"
"206",206,"KIPP STAR College Prep Charter School",40.8197643,-73.9572398,"Riverside Park Community, 625 W 133rd St, New York, NY 10027, USA",10027,"Manhattan"
"207",207,"KIPP Infinity Charter School",40.8201527,-73.9567369,"625 W 133rd St, New York, NY 10027, USA",10027,"Manhattan"
"208",208,"KIPP AMP Charter School",40.6722094,-73.9372506,"1224 Park Pl, Brooklyn, NY 11213, USA",11213,"Brooklyn"
"209",209,"KIPP Academy Charter School",40.821482,-73.923794,"730 Concourse Village W, Bronx, NY 10451, USA",10451,"Bronx"
"210",210,"Kingsbridge International High School",40.8704419,-73.8969425,"2780 Reservoir Ave, Bronx, NY 10468, USA",10468,"Bronx"
"211",211,"Kingsborough Early College School",40.5936334,-73.9861661,"2630 Benson Ave, Brooklyn, NY 11214, USA",11214,"Brooklyn"
"212",212,"Kings Collegiate Charter School",40.6579108,-73.9203827,"1084 Lenox Rd, Brooklyn, NY 11212, USA",11212,"Brooklyn"
"213",213,"Khalil Gibran International Academy",40.6863861,-73.9797253,"362 Schermerhorn St, Brooklyn, NY 11217, USA",11217,"Brooklyn"
"214",214,"Juan Morel Campos Secondary School",40.7043785,-73.9531909,"215 Heyward St, Brooklyn, NY 11206, USA",11206,"Brooklyn"
"215",215,"Jonathan Levin High School for Media and Communica",40.8396545,-73.911386,"240 E 172nd St, Bronx, NY 10457, USA",10457,"Bronx"
"216",216,"John W. Lavelle Preparatory Charter School",40.605437,-74.1797089,"1 Teleport Dr, Staten Island, NY 10311, USA",10311,"Staten Island"
"217",217,"John Dewey High School",40.5874871,-73.9820566,"50 Avenue X, Brooklyn, NY 11223, USA",11223,"Brooklyn"
"218",218,"John Bowne High School",40.7387753,-73.8238923,"63-25 Main St, Flushing, NY 11367, USA",11367,"Queens"
"219",219,"John Adams High School",40.679276,-73.836564,"101-01 Rockaway Blvd, Ozone Park, NY 11417, USA",11417,"Queens"
"220",220,"Jane Addams High School for Academic Careers",40.8217489,-73.9024052,"900 Tinton Ave, Bronx, NY 10456, USA",10456,"Bronx"
"221",221,"James Madison High School",40.6101298,-73.947968,"3787 Bedford Ave, Brooklyn, NY 11229, USA",11229,"Brooklyn"
"222",222,"Jamaica Gateway to the Sciences",40.7141835,-73.7978589,"167-01 Gothic Dr, Jamaica, NY 11432, USA",11432,"Queens"
"223",223,"Jacqueline Kennedy Onassis High School",40.7576542,-73.9834089,"120 W 46th St, New York, NY 10036, USA",10036,"Manhattan"
"224",224,"J.H.S. 157 Stephen A. Halsey",40.7323207,-73.85295,"63-55 102nd St, Rego Park, NY 11374, USA",11374,"Queens"
"225",225,"It Takes a Village Academy",40.604018,-73.749909,"1045 Nameoke St, Far Rockaway, NY 11691, USA",11691,"Queens"
"226",226,"Inwood Early College for Health and Information Te",40.8659143,-73.925157,"650 Academy St, New York, NY 10034, USA",10034,"Manhattan"
"227",227,"International School for Liberal Arts",40.8704419,-73.8969425,"2780 Reservoir Ave, Bronx, NY 10468, USA",10468,"Bronx"
"228",228,"International Leadership Charter High School",40.8809237,-73.9092123,"3030 Riverdale Ave, Bronx, NY 10463, USA",10463,"Bronx"
"229",229,"International High School for Health Sciences",40.7408369,-73.8739856,"48-01 90th St, Queens, NY 11373, USA",11373,"Queens"
"230",230,"International High School at Union Square",40.7355088,-73.9874804,"40 Irving Pl, New York, NY 10003, USA",10003,"Manhattan"
"231",231,"International High School at Prospect Heights",40.6699636,-73.9615536,"883 Classon Ave, Brooklyn, NY 11225, USA",11225,"Brooklyn"
"232",232,"International High School at LaGuardia Community C",40.7439998,-73.9350125,"45-35 Van Dam St, Long Island City, NY 11101, USA",11101,"Queens"
"233",233,"International High School at Lafayette",40.5936235,-73.9861442,"2630 Benson Ave, Brooklyn, NY 11214, USA",11214,"Brooklyn"
"234",234,"International Community High School",40.8094243,-73.9172173,"345 Brook Ave, Bronx, NY 10454, USA",10454,"Bronx"
"235",235,"International Arts Business School",40.658665,-73.943838,"600 Kingston Ave, Brooklyn, NY 11203, USA",11203,"Brooklyn"
"236",236,"In-Tech Academy (M.S. / High School 368)",40.8790734,-73.911364,"2975 Tibbett Ave, Bronx, NY 10463, USA",10463,"Bronx"
"237",237,"Institute for Health Professions at Cambria Height",40.6983284,-73.7461497,"207-01 116th Ave, Jamaica, NY 11411, USA",11411,"Queens"
"238",238,"Institute for Collaborative Education",40.7326759,-73.9825764,"345 E 15th St, New York, NY 10003, USA",10003,"Manhattan"
"239",239,"Information Technology High School",40.7484914,-73.946552,"21-16 44th Rd, Long Island City, NY 11101, USA",11101,"Queens"
"240",240,"Hyde Leadership Charter School",40.8155936,-73.8852377,"730 Bryant Ave, Bronx, NY 10474, USA",10474,"Bronx"
"241",241,"Humanities & Arts Magnet High School",40.6981894,-73.7460088,"207-01 116th Ave, Cambria Heights, NY 11411, USA",11411,"Queens"
"242",242,"Hudson High School of Learning Technologies",40.7433679,-74.0025474,"351 W 18th St, New York, NY 10011, USA",10011,"Manhattan"
"243",243,"Hostos-Lincoln Academy of Science",40.8145714,-73.9120401,"600 St Ann's Ave, Bronx, NY 10455, USA",10455,"Bronx"
"244",244,"Holcombe L. Rucker School of Community Research",40.8175846,-73.8979824,"965 Longwood Ave, Bronx, NY 10459, USA",10459,"Bronx"
"245",245,"Hillside Arts & Letters Academy",40.7142819,-73.7980413,"167-01 Gothic Dr, Jamaica, NY 11432, USA",11432,"Queens"
"246",246,"Hillcrest High School",40.7095227,-73.8024715,"160-05 Highland Ave, Jamaica, NY 11432, USA",11432,"Queens"
"247",247,"High School of World Cultures",40.8320451,-73.8783844,"1300 Boynton Ave, Bronx, NY 10472, USA",10472,"Bronx"
"248",248,"High School of Sports Management",40.5935726,-73.985987,"2630 Benson Ave, Brooklyn, NY 11214, USA",11214,"Brooklyn"
"249",249,"High School of Language and Innovation",40.8602833,-73.8603759,"925 Astor Ave, Bronx, NY 10469, USA",10469,"Bronx"
"250",250,"High School of Hospitality Management",40.7655356,-73.9931625,"525 W 50th St, New York, NY 10019, USA",10019,"Manhattan"
"251",251,"High School of Graphic Communication Arts",40.7639856,-73.9903637,"439 W 49th St, New York, NY 10019, USA",10019,"Manhattan"
"252",252,"High School of Economics and Finance",40.7092906,-74.0123296,"100 Trinity Pl, New York, NY 10006, USA",10006,"Manhattan"
"253",253,"High School of Computers and Technology",40.8750988,-73.8616623,"800 E Gun Hill Rd, Bronx, NY 10467, USA",10467,"Bronx"
"254",254,"High School of Arts and Technology",40.7748991,-73.9856157,"122 Amsterdam Ave, New York, NY 10023, USA",10023,"Manhattan"
"255",255,"High School of Applied Communication",40.7448591,-73.9369449,"30-20 Thomson Ave, Long Island City, NY 11101, USA",11101,"Queens"
"256",256,"High School of American Studies at Lehman College",40.8748759,-73.8952231,"2925 Goulden Ave, Bronx, NY 10468, USA",10468,"Bronx"
"257",257,"High School of  Telecommunication Arts and Technol",40.6368371,-74.0233013,"350 67th St, Brooklyn, NY 11220, USA",11220,"Brooklyn"
"258",258,"High School for Youth and Community Development at",40.6494997,-73.9581617,"911 Flatbush Ave, Brooklyn, NY 11226, USA",11226,"Brooklyn"
"259",259,"High School for Violin and Dance",40.8272169,-73.9039243,"1100 Boston Rd, Bronx, NY 10456, USA",10456,"Bronx"
"260",260,"High School for Teaching and the Professions",40.8704419,-73.8969425,"2780 Reservoir Ave, Bronx, NY 10468, USA",10468,"Bronx"
"261",261,"High School for Service & Learning at Erasmus",40.6495813,-73.9581967,"911 Flatbush Ave, Brooklyn, NY 11226, USA",11226,"Brooklyn"
"262",262,"High School for Public Service: Heroes  of Tomorro",40.6593652,-73.9431462,"600 Kingston Ave, Brooklyn, NY 11203, USA",11203,"Brooklyn"
"263",263,"High School for Medical Professions",40.640423,-73.8984517,"1600 Rockaway Pkwy, Brooklyn, NY 11236, USA",11236,"Brooklyn"
"264",264,"High School for Media and Communications",40.8562127,-73.9265543,"549 Audubon Ave, New York, NY 10040, USA",10040,"Manhattan"
"265",265,"High School for Mathematics, Science and Engineeri",40.8214739,-73.9490389,"240 Convent Ave, New York, NY 10031, USA",10031,"Manhattan"
"266",266,"High School for Law, Advocacy and Community Justic",40.7747793,-73.98472,"122 Amsterdam Ave, New York, NY 10023, USA",10023,"Manhattan"
"267",267,"High School for Law Enforcement and Public Safety",40.6859426,-73.783534,"116-25 Guy R Brewer Blvd, Jamaica, NY 11434, USA",11434,"Queens"
"268",268,"High School for Law and Public Service",40.8558937,-73.9260333,"549 Audubon Ave, New York, NY 10040, USA",10040,"Manhattan"
"269",269,"High School for Innovation in Advertising and Medi",40.6409517,-73.8976898,"1600 Rockaway Pkwy, Brooklyn, NY 11236, USA",11236,"Brooklyn"
"270",270,"High School for Health Professions and Human Servi",40.7325413,-73.9828421,"345 E 15th St, New York, NY 10003, USA",10003,"Manhattan"
"271",271,"High School for Health Careers and Sciences",40.8555572,-73.9262029,"549 Audubon Ave, New York, NY 10040, USA",10040,"Manhattan"
"272",272,"High School for Environmental Studies",40.7679759,-73.9881796,"444 W 56th St, New York, NY 10019, USA",10019,"Manhattan"
"273",273,"High School for Energy and Technology",40.8552601,-73.8824187,"2474 Crotona Ave, Bronx, NY 10458, USA",10458,"Bronx"
"274",274,"High School for Dual Language and Asian Studies",40.7173162,-73.989318,"350 Grand St, New York, NY 10002, USA",10002,"Manhattan"
"275",275,"High School for Contemporary Arts",40.8750988,-73.8616623,"800 E Gun Hill Rd, Bronx, NY 10467, USA",10467,"Bronx"
"276",276,"High School for Construction Trades, Engineering a",40.6892738,-73.8412316,"94-06 104th St, Queens, NY 11416, USA",11416,"Queens"
"277",277,"High School for Community Leadership",40.7142166,-73.7980185,"167-01 Gothic Dr, Jamaica, NY 11432, USA",11432,"Queens"
"278",278,"High School for Civil Rights",40.6668454,-73.8952889,"400 Pennsylvania Ave, Brooklyn, NY 11207, USA",11207,"Brooklyn"
"279",279,"High School for Arts, Imagination and Inquiry",40.7748991,-73.9856156,"122 Amsterdam Ave, New York, NY 10023, USA",10023,"Manhattan"
"280",280,"High School for Arts and Business",40.7376899,-73.8534401,"105-25 Horace Harding Expy, Corona, NY 11368, USA",11368,"Queens"
"281",281,"Heritage School, The",40.791964,-73.946878,"1680 Lexington Ave, New York, NY 10029, USA",10029,"Manhattan"
"282",282,"Herbert H. Lehman High School",40.840173,-73.839357,"3000 E Tremont Ave - Floor 1, Bronx, NY 10461, United States",10461,"Bronx"
"283",283,"Henry Street School for International Studies",40.7134455,-73.9860332,"220 Henry St, New York, NY 10002, USA",10002,"Manhattan"
"284",284,"Health Opportunities High School",40.815542,-73.9304433,"350 Gerard Ave, Bronx, NY 10451, USA",10451,"Bronx"
"285",285,"Harvest Collegiate High School",40.7365985,-73.9954131,"34 W 14th St, New York, NY 10011, USA",10011,"Manhattan"
"286",286,"Harry S Truman High School",40.874285,-73.833329,"750 Baychester Ave, Bronx, NY 10475, USA",10475,"Bronx"
"287",287,"Harlem Village Academy Leadership Charter School",40.7992619,-73.9338696,"2351 1st Avenue, Floor 4, New York, NY 10035, United States",10035,"Manhattan"
"288",288,"Harlem Village Academy Charter School",40.8212634,-73.9407418,"244 W 144th St # 4th, New York, NY 10030, USA",10030,"Manhattan"
"289",289,"Harlem Children's Zone Promise Academy II Charter",40.8086945,-73.9368392,"1916 Park Ave, New York, NY 10037, USA",10037,"Manhattan"
"290",290,"Harlem Children's Zone Promise Academy 1 Charter S",40.8124461,-73.9482207,"245 W 129th St, New York, NY 10027, USA",10027,"Manhattan"
"291",291,"H.E.R.O. High (Health, Education, and Research Occ",40.810415,-73.9075759,"455 Southern Blvd, Bronx, NY 10455, USA",10455,"Bronx"
"292",292,"Grover Cleveland High School",40.7116316,-73.9091658,"21-27 Himrod St, Ridgewood, NY 11385, USA",11385,"Queens"
"293",293,"Gregorio Luperon High School for Science and Mathe",40.8382195,-73.9385431,"501 W 165th St, New York, NY 10032, USA",10032,"Manhattan"
"294",294,"Green School: An Academy for Environmental Careers",40.7097423,-73.9445006,"223 Graham Ave, Brooklyn, NY 11206, USA",11206,"Brooklyn"
"295",295,"Gramercy Arts High School",40.7353879,-73.987228,"40 Irving Pl, New York, NY 10003, USA",10003,"Manhattan"
"296",296,"Grace Dodge Career and Technical Education High Sc",40.8553275,-73.8824109,"2474 Crotona Ave, Bronx, NY 10458, USA",10458,"Bronx"
"297",297,"Gotham Professional Arts Academy",40.6801745,-73.9214624,"265 Ralph Ave, Brooklyn, NY 11233, USA",11233,"Brooklyn"
"298",298,"George Westinghouse Career and Technical Education",40.6958629,-73.9855862,"105 Tech Pl, Brooklyn, NY 11201, USA",11201,"Brooklyn"
"299",299,"George Washington Carver High School for the Scien",40.6679692,-73.7580558,"143-10 Springfield Blvd, Springfield Gardens, NY 11413, USA",11413,"Queens"
"300",300,"Gaynor McCown Expeditionary Learning School",40.581969,-74.1593599,"100 Essex Dr, Staten Island, NY 10314, USA",10314,"Staten Island"
"301",301,"Gateway School for Environmental Research and Tech",40.8213444,-73.8556733,"1980 Lafayette Ave, Bronx, NY 10473, USA",10473,"Bronx"
"302",302,"Frederick Douglass Academy VII High School",40.6655301,-73.9120609,"226 Bristol St, Brooklyn, NY 11212, USA",11212,"Brooklyn"
"303",303,"Frederick Douglass Academy VI High School",40.601532,-73.763979,"8-21 Bay 25th St, Far Rockaway, NY 11691, USA",11691,"Queens"
"304",304,"Frederick Douglass Academy IV Secondary School",40.6919757,-73.9314884,"1014 Lafayette Ave, Brooklyn, NY 11221, USA",11221,"Brooklyn"
"305",305,"Frederick Douglass Academy III Secondary School",40.8337212,-73.9038974,"3630 Third Ave, Bronx, NY 10456, USA",10456,"Bronx"
"306",306,"Frederick Douglass Academy II Secondary School",40.8025691,-73.9541214,"215 W 114th St, New York, NY 10026, USA",10026,"Manhattan"
"307",307,"Frederick Douglass Academy",40.8243982,-73.9365449,"2581 Adam Clayton Powell Jr Blvd, New York, NY 10039, USA",10039,"Manhattan"
"308",308,"Franklin Delano Roosevelt High School",40.6213242,-73.9825025,"5800 20th Ave, Brooklyn, NY 11204, USA",11204,"Brooklyn"
"309",309,"Frank Sinatra School of the Arts High School",40.7560972,-73.9251655,"35-12 35th Ave, Queens, NY 11106, USA",11106,"Queens"
"310",310,"FRANK McCOURT HIGH SCHOOL",40.7861222,-73.9744821,"145 W 84th St, New York, NY 10024, USA",10024,"Manhattan"
"311",311,"Francis Lewis High School",40.7407391,-73.7939348,"58-20 Utopia Pkwy, Fresh Meadows, NY 11365, USA",11365,"Queens"
"312",312,"Frances Perkins Academy",40.7222345,-73.9532927,"50 Bedford Ave, Brooklyn, NY 11222, USA",11222,"Brooklyn"
"313",313,"Foundations Academy",40.6968241,-73.9473055,"70 Tompkins Ave, Brooklyn, NY 11206, USA",11206,"Brooklyn"
"314",314,"Fort Hamilton High School",40.6271178,-74.0392943,"8301 Shore Rd, Brooklyn, NY 11209, USA",11209,"Brooklyn"
"315",315,"Forest Hills High School",40.7297115,-73.8449259,"67-01 110th St, Forest Hills, NY 11375, USA",11375,"Queens"
"316",316,"Foreign Language Academy of Global Studies",40.810911,-73.9092839,"470 Jackson Ave, Bronx, NY 10455, USA",10455,"Bronx"
"317",317,"Fordham Leadership Academy for Business and Techno",40.8595464,-73.8886017,"500 E Fordham Rd, Bronx, NY 10458, USA",10458,"Bronx"
"318",318,"Fordham High School for the Arts",40.8595423,-73.8885964,"500 E Fordham Rd, Bronx, NY 10458, USA",10458,"Bronx"
"319",319,"Food and Finance High School",40.7655356,-73.9931625,"525 W 50th St, New York, NY 10019, USA",10019,"Manhattan"
"320",320,"Flushing International High School",40.7600404,-73.8180648,"144-80 Barclay Ave, Flushing, NY 11355, USA",11355,"Queens"
"321",321,"Flushing High School",40.7651149,-73.8268567,"35-01 Union St, Queens, NY 11354, USA",11354,"Queens"
"322",322,"Fiorello H. LaGuardia High School of Music & Art a",40.7741856,-73.9851211,"100 Amsterdam Ave, New York, NY 10023, USA",10023,"Manhattan"
"323",323,"Felisa Rincon de Gautier Institute for Law and Pub",40.820831,-73.8806876,"1440 Story Ave, Bronx, NY 10473, USA",10473,"Bronx"
"324",324,"FDNY High School for Fire and Life Safety",40.6675989,-73.8947925,"400 Pennsylvania Ave, Brooklyn, NY 11207, USA",11207,"Brooklyn"
"325",325,"Fannie Lou Hamer Freedom High School",40.8310801,-73.8856007,"10001, Jennings Street, Bronx, New York 10460, United States",10460,"Bronx"
"326",326,"Facing History School, The",40.7655356,-73.9931625,"525 W 50th St, New York, NY 10019, USA",10019,"Manhattan"
"327",327,"Explorations Academy",40.8362837,-73.890659,"1619 Boston Rd, Bronx, NY 10460, USA",10460,"Bronx"
"328",328,"Expeditionary Learning School for Community Leader",40.5935726,-73.985987,"2630 Benson Ave, Brooklyn, NY 11214, USA",11214,"Brooklyn"
"329",329,"Eximius College Preparatory Academy: A College Boa",40.8339721,-73.9027472,"1363 Fulton Ave, Bronx, NY 10456, USA",10456,"Bronx"
"330",330,"Excelsior Preparatory High School",40.6680413,-73.7579342,"143-10 Springfield Blvd, Springfield Gardens, NY 11413, USA",11413,"Queens"
"331",331,"Excellence Boys Charter School",40.6834471,-73.9259532,"225 Patchen Ave, Brooklyn, NY 11233, USA",11233,"Brooklyn"
"332",332,"Essex Street Academy",40.717321,-73.989323,"350 Grand St, New York, NY 10002, USA",10002,"Manhattan"
"333",333,"ESPERANZA PREPARATORY ACADEMY",40.792727,-73.9421359,"240 E 109th St, New York, NY 10029, USA",10029,"Manhattan"
"334",334,"Epic High School - South",40.6750633,-73.8166916,"121-10 Rockaway Blvd, South Ozone Park, NY 11420, USA",11420,"Queens"
"335",335,"Epic High School - North",40.6926827,-73.8290101,"94-25 117th St, South Richmond Hill, NY 11419, USA",11419,"Queens"
"336",336,"Energy Tech High School",40.8552601,-73.8824187,"2474 Crotona Ave, Bronx, NY 10458, USA",10458,"Bronx"
"337",337,"Eleanor Roosevelt High School",40.770282,-73.953267,"411 E 76th St, New York, NY 10021, USA",10021,"Manhattan"
"338",338,"El Puente Academy for Peace and Justice",40.7056151,-73.9554827,"250 Hooper St, Brooklyn, NY 11211, USA",11211,"Brooklyn"
"339",339,"Edward R. Murrow High School",40.6197592,-73.9591139,"1600 Avenue L, Brooklyn, NY 11230, USA",11230,"Brooklyn"
"340",340,"EBC High School for Public Service - Bushwick",40.6947519,-73.9292674,"1155 Dekalb Ave, Brooklyn, NY 11221, USA",11221,"Brooklyn"
"341",341,"East-West School of International Studies",40.7494299,-73.82141,"46-21 Colden St, Flushing, NY 11355, USA",11355,"Queens"
"342",342,"East Side Community School",40.7293824,-73.982502,"420 E 12th St, New York, NY 10009, USA",10009,"Manhattan"
"343",343,"East New York Family Academy",40.6610312,-73.8869552,"2057 Linden Blvd, Brooklyn, NY 11207, USA",11207,"Brooklyn"
"344",344,"East Bronx Academy for the Future",40.8367822,-73.8877059,"1716 Southern Blvd, Bronx, NY 10460, USA",10460,"Bronx"
"345",345,"Eagle Academy for Young Men III",40.6779834,-73.915842,"1137 Herkimer St, Brooklyn, NY 11233, USA",11233,"Brooklyn"
"346",346,"Eagle Academy for Young Men II",40.6779834,-73.915842,"1137 Herkimer St, Brooklyn, NY 11233, USA",11233,"Brooklyn"
"347",347,"Eagle Academy for Young Men",40.845264,-73.897176,"4143 Third Ave, Bronx, NY 10457, USA",10457,"Bronx"
"348",348,"DreamYard Preparatory School",40.8396259,-73.9113888,"240 E 172nd St, Bronx, NY 10457, USA",10457,"Bronx"
"349",349,"Dr. Susan S. McKinney Secondary School of the Arts",40.6969046,-73.9759851,"101 Park Ave, Brooklyn, NY 11205, USA",11205,"Brooklyn"
"350",350,"Dr. Richard Izquierdo Health and Science Charter S",40.8273541,-73.9005875,"800 Home St, Bronx, NY 10456, USA",10456,"Bronx"
"351",351,"Discovery High School",40.870474,-73.897125,"2780 Reservoir Ave, Bronx, NY 10468, USA",10468,"Bronx"
"352",352,"DeWitt Clinton High School",40.881324,-73.887407,"100 W Mosholu Pkwy S, Bronx, NY 10468, USA",10468,"Bronx"
"353",353,"Democracy Prep Harlem Charter School",40.814412,-73.945122,"207 W 133rd St, New York, NY 10030, USA",10030,"Manhattan"
"354",354,"Democracy Prep Charter School",40.8145421,-73.9450301,"222 W 134th St, New York, NY 10030, USA",10030,"Manhattan"
"355",355,"Cypress Hills Collegiate Preparatory School",40.6930052,-73.8690682,"999 Jamaica Ave, Brooklyn, NY 11208, USA",11208,"Brooklyn"
"356",356,"Curtis High School",40.645186,-74.0816561,"105 Hamilton Ave, Staten Island, NY 10301, USA",10301,"Staten Island"
"357",357,"Cultural Academy for the Arts and Sciences",40.6480444,-73.9222286,"5800 Tilden Ave, Brooklyn, NY 11203, USA",11203,"Brooklyn"
"358",358,"CSI High School for International Studies",40.5819075,-74.1590049,"100 Essex Dr, Staten Island, NY 10314, USA",10314,"Staten Island"
"359",359,"Crotona International High School",40.8553839,-73.8823041,"2474 Crotona Ave, Bronx, NY 10458, USA",10458,"Bronx"
"360",360,"Coney Island Preparatory Public Charter School",40.5943989,-73.9938545,"8787 24th Ave, Brooklyn, NY 11214, USA",11214,"Brooklyn"
"361",361,"Comprehensive Model School Project M.S. 327",40.8432195,-73.9160047,"1501 Jerome Ave, Bronx, NY 10452, USA",10452,"Bronx"
"362",362,"Community School for Social Justice",40.8158033,-73.9298282,"350 Gerard Ave, Bronx, NY 10451, USA",10451,"Bronx"
"363",363,"Community Health Academy of the Heights",40.8336419,-73.9422627,"504 W 158th St, New York, NY 10032, USA",10032,"Manhattan"
"364",364,"Columbia Secondary School",40.810687,-73.956061,"425 W 123rd St, New York, NY 10027, USA",10027,"Manhattan"
"365",365,"Collegiate Institute for Math and Science",40.8602833,-73.8603759,"925 Astor Ave, Bronx, NY 10469, USA",10469,"Bronx"
"366",366,"Cobble Hill School of American Studies",40.6848686,-73.99077,"347 Baltic St, Brooklyn, NY 11201, USA",11201,"Brooklyn"
"367",367,"Coalition School for Social Change",40.7992278,-73.9338214,"2351 1st Avenue, New York, NY 10035, USA",10035,"Manhattan"
"368",368,"Claremont International HS",40.8396545,-73.9113859,"240 E 172nd St, Bronx, NY 10457, USA",10457,"Bronx"
"369",369,"Clara Barton High School",40.6691193,-73.9617434,"901 Classon Ave, Brooklyn, NY 11225, USA",11225,"Brooklyn"
"370",370,"Civic Leadership Academy",40.743204,-73.871482,"45-10 94th St, Queens, NY 11373, USA",11373,"Queens"
"371",371,"City Polytechnic High School of Engineering, Archi",40.6956553,-73.9858309,"105 Tech Pl, Brooklyn, NY 11201, USA",11201,"Brooklyn"
"372",372,"City College Academy of the Arts",40.8608456,-73.9301494,"4600 Broadway, New York, NY 10040, USA",10040,"Manhattan"
"373",373,"Choir Academy of Harlem",40.8070626,-73.9388294,"2005 Madison Ave, New York, NY 10035, USA",10035,"Manhattan"
"374",374,"Chelsea Career and Technical Education High School",40.7245689,-74.0048241,"131 6th Ave, New York, NY 10013, USA",10013,"Manhattan"
"375",375,"Channel View School for Research",40.5866656,-73.8234351,"100-00 Beach Channel Dr, Rockaway Park, NY 11694, USA",11694,"Queens"
"376",376,"Central Park East High School",40.7936899,-73.9491583,"1573 Madison Ave, New York, NY 10029, USA",10029,"Manhattan"
"377",377,"Celia Cruz Bronx High School of Music, The",40.8705478,-73.8972152,"2780 Reservoir Ave, Bronx, NY 10468, USA",10468,"Bronx"
"378",378,"Cambria Heights Academy",40.7116047,-73.7709697,"188-04 91st Ave, Hollis, NY 11423, USA",11423,"Queens"
"379",379,"Business, Computer Applications & Entrepreneurship",40.698328,-73.74615,"207-01 116th Ave, Cambria Heights, NY 11411, USA",11411,"Queens"
"380",380,"Business Technology Early College High School",40.733761,-73.7390273,"230-17 Hillside Avenue, Queens Village, NY 11427, USA",11427,"Queens"
"381",381,"BUSINESS OF SPORTS SCHOOL",40.7639937,-73.9904866,"439 W 49th St, New York, NY 10019, USA",10019,"Manhattan"
"382",382,"Bushwick School for Social Justice",40.6968124,-73.9117231,"400 Irving Ave, Brooklyn, NY 11237, USA",11237,"Brooklyn"
"383",383,"Bushwick Leaders High School for Academic Excellen",40.6953387,-73.9274444,"797 Bushwick Ave, Brooklyn, NY 11221, USA",11221,"Brooklyn"
"384",384,"Brownsville Collegiate Charter School",40.6686541,-73.9051131,"364 Sackman St, Brooklyn, NY 11212, USA",11212,"Brooklyn"
"385",385,"Brooklyn Theatre Arts High School",40.6335392,-73.9174421,"6565 Flatlands Ave, Brooklyn, NY 11236, USA",11236,"Brooklyn"
"386",386,"Brooklyn Technical High School",40.6895732,-73.9762527,"29 Fort Greene Pl, Brooklyn, NY 11217, USA",11217,"Brooklyn"
"387",387,"Brooklyn Studio Secondary School",40.6048465,-73.9947464,"8310 21st Ave, Brooklyn, NY 11214, USA",11214,"Brooklyn"
"388",388,"Brooklyn Secondary School for Collaborative Studie",40.6794323,-74.0019427,"610 Henry St, Brooklyn, NY 11231, USA",11231,"Brooklyn"
"389",389,"Brooklyn School for Music & Theatre",40.6700279,-73.9610552,"883 Classon Ave, Brooklyn, NY 11225, USA",11225,"Brooklyn"
"390",390,"Brooklyn School for Global Studies",40.6849969,-73.9930755,"284 Baltic St, Brooklyn, NY 11201, USA",11201,"Brooklyn"
"391",391,"Brooklyn Prospect Charter School",40.6480264,-73.9785505,"3002 Fort Hamilton Pkwy, Brooklyn, NY 11218, USA",11218,"Brooklyn"
"392",392,"Brooklyn Preparatory High School",40.7154197,-73.9549291,"257 N 6th St, Brooklyn, NY 11211, USA",11211,"Brooklyn"
"393",393,"Brooklyn Latin School, The",40.7097646,-73.9445189,"223 Graham Ave, Brooklyn, NY 11206, USA",11206,"Brooklyn"
"394",394,"Brooklyn Lab School",40.6928503,-73.8689912,"999 Jamaica Ave, Brooklyn, NY 11208, USA",11208,"Brooklyn"
"395",395,"Brooklyn International High School",40.6973449,-73.9844964,"49 Flatbush Ave Ext, Brooklyn, NY 11201, USA",11201,"Brooklyn"
"396",396,"Brooklyn Institute for Liberal Arts",40.6586122,-73.9430922,"600 Kingston Ave, Brooklyn, NY 11203, USA",11203,"Brooklyn"
"397",397,"Brooklyn High School of the Arts",40.6838346,-73.9803552,"345 Dean St, Brooklyn, NY 11217, USA",11217,"Brooklyn"
"398",398,"Brooklyn High School for Law and Technology",40.6884532,-73.9207644,"1396 Broadway, Brooklyn, NY 11221, USA",11221,"Brooklyn"
"399",399,"Brooklyn Generation School",40.6335392,-73.9174421,"6565 Flatlands Ave, Brooklyn, NY 11236, USA",11236,"Brooklyn"
"400",400,"Brooklyn East Collegiate Charter School",40.678424,-73.9658195,"80 Underhill Ave, Brooklyn, NY 11238, USA",11238,"Brooklyn"
"401",401,"Brooklyn Community High School of Communication, A",40.6917001,-73.9584562,"300 Willoughby Ave, Brooklyn, NY 11205, USA",11205,"Brooklyn"
"402",402,"Brooklyn Collegiate: A College Board School",40.6744933,-73.9132462,"2021 Bergen St, Brooklyn, NY 11233, USA",11233,"Brooklyn"
"403",403,"Brooklyn College Academy",40.6492022,-73.9718961,"350 Coney Island Ave, Brooklyn, NY 11218, USA",11218,"Brooklyn"
"404",404,"Brooklyn Academy of Science and the Environment",40.6700279,-73.9610552,"883 Classon Ave, Brooklyn, NY 11225, USA",11225,"Brooklyn"
"405",405,"Bronxdale High School",40.8603726,-73.8602604,"925 Astor Ave, Bronx, NY 10469, USA",10469,"Bronx"
"406",406,"Bronx Theatre High School",40.8774191,-73.9132583,"99 Terrace View Ave, Bronx, NY 10463, USA",10463,"Bronx"
"407",407,"Bronx Studio School for Writers and Artists",40.8203983,-73.8929382,"928 Simpson St, Bronx, NY 10459, USA",10459,"Bronx"
